Time,X,Y,Z,VX,VY,VZ
85100,-2530625.1179775447,904036.2494982621,-6432552.157617707,7045.7696774014,382.0155497566849,-2718.181876218684
85200,-1812556.9593450269,936850.1116569422,-6666034.918896068,7301.5104334469,273.6181462704095,-1946.8942734673774
85300,-1073184.7723775322,958652.6361427626,-6821167.941494016,7471.432342082532,162.00474708516043,-1152.7236722922744
85400,-321198.84173775156,969187.5653291217,-6896127.857654098,7553.538204425395,48.487223596860375,-345.00452270358596
85500,434562.33055489056,968331.0765824013,-6890033.623558124,7546.862992153112,-65.60020136380086,466.76968656628355
85600,1185215.846218761,956093.236197959,-6802956.864619294,7451.4851594736665,-178.91659235110268,1273.0577040471815
85700,1921938.8334218657,932617.882674423,-6635921.04493566,7268.525744516391,-290.130071818024,2064.382728567112
85800,2636072.16819927,898180.9354616456,-6390889.4334065225,7000.13518622038,-397.93348105147504,2831.4438425966036
85900,3319222.2414002703,853187.1509449574,-6070742.021361001,6649.467990178443,-501.0597575059732,3565.2254276631643
86000,3963359.5888057323,798165.3671959885,-5679241.687202018,6220.6457600647045,-598.2967926549396,4257.1028834565295
86100,4560913.288407313,733762.2875743995,-5220989.964434264,5718.7087131810795,-688.5016992166447,4898.944144416184
86200,5104859.950019023,660734.8786655248,-4701372.950179888,5149.5564125529345,-770.6142470582805,5483.205281156384
86300,5588806.2583317105,579941.4736173872,-4126498.0021320474,4519.878436325938,-843.6693209855168,6003.019142244782
86400,6007064.1166095,492331.6836603548,-3503121.9552873396,3837.075753413107,-906.8082636326742,6452.27606305972
86500,6354717.5022690995,398935.23663403955,-2838571.7039380367,3109.173729513166,-959.288967961501,6825.695677650454
86600,6627680.246583112,300849.8740920814,-2140658.0850979094,2344.7277802375384,-1000.4945999269606,7118.888983729194
86700,6822744.060002889,199228.44901593728,-1417584.0739655788,1552.722837640632,-1029.9408460052466,7328.4099115125055
86800,6937616.241807462,95265.37894745647,-677848.392954203,742.4678923296049,-1047.2816044650035,7451.7958192202395
86900,6970946.637276146,-9817.400073179491,69854.43123322062,-76.5136872097998,-1052.3130604197697,7487.596488580293
87000,6922343.49310511,-114784.78971155596,816736.2173038304,-894.5959746455543,-1044.976076686343,7435.391136669845
87100,6792378.068201987,-218403.04799851918,1554018.4350050755,-1702.1635835037823,-1025.3568883618473,7295.793358087976
87200,6582577.921874347,-319454.28951514896,2273035.3793018376,-2489.72465694222,-993.6860926910914,7070.443937488464
87300,6295408.949405418,-416750.80252468586,2965336.0420634584,-3248.0226344075736,-950.3359290776192,6761.991495852764
87400,5934246.420910335,-509149.0025679667,3622783.397054218,-3968.144706723715,-895.8159227055583,6374.061493248809
87500,5503335.286843219,-595562.8812038857,4237650.092694021,-4641.626865578992,-830.7668800529324,5911.213504688237
87600,5007740.290293024,-674976.7671662432,4802709.252407452,-5260.55331423742,-755.9533582313271,5378.8876366938575
87700,4453286.442697361,-746457.2634924075,5311319.41170764,-5817.649467440583,-672.2546818321432,4783.34060883947
87800,3846490.5587530173,-809164.2187239573,5757502.582345112,-6306.367455722324,-580.6546083427135,4131.572219364615
87900,3194484.6577042914,-862360.6019992925,6136014.51724278,-6720.96309477472,-482.2297644431879,3431.2430651515397
88000,2504932.1379116545,-905421.1655898817,6442406.347644059,-7056.563396086307,-378.13699343581374,2690.584514006597
88100,1785937.713001488,-937839.7935814718,6673076.871696657,-7309.223844727238,-269.59976077739924,1918.3019749975447
88200,1045952.1446460651,-959235.4512291724,6825314.886313605,-7475.974773372842,-157.893772846916,1123.4725706679683
88300,293672.9009726884,-969356.6636600167,6897331.054797854,-7554.856271610655,-44.33197440877126,315.43838844169494
88400,-462058.0559381688,-968084.4702309964,6888278.928191988,-7544.94120409883,69.75089089875618,-496.30337721032174
88500,-1212358.182708962,-955433.823291634,6798264.897991077,-7446.346099415882,183.01393762004403,-1302.211830515961
88600,-1948408.7589019365,-931553.4134056632,6628346.952530318,-7260.22982107311,294.1259095028978,-2092.814591045624
88700,-2661558.575988311,-896723.9200814235,6380522.23028504,-6988.779870074462,401.780857262297,-2858.819346797707
88800,-3343425.5661404617,-851354.7143326898,6057703.557371883,-6635.186749948303,504.71344754877526,-3591.222783168694
88900,-3985995.345411757,-795979.0473570102,5663685.213216302,-6203.606474186869,601.7138467620475,-4281.416486789993
89000,-4581715.425363215,-731247.7812320302,5203098.322139026,-5699.111660315666,691.6419540607164,-4921.28821865426
89100,-5123583.968331698,-657921.7396613488,4681356.426084714,-5127.631925784434,773.4407941167074,-5503.317208514807
89200,-5605232.083578801,-576862.7656900765,4104591.8569619944,-4495.8841990194505,846.1489391548893,-6020.662542290207
89300,-6020998.685372425,-489023.5918658231,3479583.6590936584,-3811.293767107704,908.9118095991536,-6467.243570339249
89400,-6365997.030526511,-395436.64225629054,2813677.911431695,-3081.9069899420965,960.9917188078028,-6837.811379466992
89500,-6636172.154953432,-297201.8973977585,2114701.3821791587,-2316.2967411480104,1001.7765416732034,-7128.010473216266
89600,-6828348.530766101,-195473.96862280418,1390869.5578529923,-1523.4617435655346,1030.7869074812163,-7334.429951721892
89700,-6940267.401263694,-91448.52304578159,650690.0520367199,-712.7206891251076,1047.681840989146,-7454.64365006591
89800,-6970613.322768094,13651.77063894561,-97137.39546127562,106.39741575748943,1052.262767976288,-7487.238639250673
89900,-6919029.619425183,118591.6073799432,-843823.1324801114,924.2649781863552,1044.4758456483348,-7431.831807887801
90000,-6786122.584433621,222137.56836767535,-1580590.9281673965,1731.2690982144952,1024.4125992395223,-7289.074391857801
90100,-6573454.346812812,323072.62006491097,-2298781.1389411916,2517.924672909728,992.3088401909711,-7060.644276749023
90200,-6283524.525897113,420210.41203194496,-2989952.442802681,3274.985577831798,948.5419080591481,-6749.226373016607
90300,-5919740.831185819,512409.229609382,-3645981.1178328013,3993.5536695799647,893.6262206272975,-6358.480953380104
90400,-5486379.01827009,598585.4077071135,-4259156.48626019,4665.183258840234,828.2072288063798,-5893.000639708647
90500,-4988532.634415738,677726.0681591486,-4822271.5454500895,5281.980295438164,753.0538377643495,-5358.256476553685
90600,-4432053.15966324,748901.0244620837,-5328707.674520014,5836.695178029479,669.0493717742876,-4760.533642702946
90700,-3823481.2201550133,811273.7163789645,-5772512.438088986,6322.808015861252,577.1811854136288,-4106.857531021966
90800,-3169969.7133049835,864111.042028412,-6148469.545226821,6734.605246046389,478.5290593642272,-3404.911180281225
90900,-2479199.7365929745,906791.9742388518,-6452160.158000117,7067.246781840996,374.25251006832906,-2662.944978666489
91000,-1759290.3054412513,938814.8598601256,-6680014.828773103,7316.822901911226,265.57716087103034,-1889.6796894185
91100,-1018702.9223202585,959803.3159098629,-6829355.453468996,7480.400205682509,153.7803324811499,-1094.203921634563
91200,-266142.13178614056,969510.6529090877,-6898426.74523826,7556.05607851999,40.17602789142818,-285.8672924243439
91300,489546.77675619116,967822.7748432175,-6886416.868753293,7542.901285001572,-73.90048551965035,525.8292771359999
91400,1239481.763558713,954759.5200750774,-6793466.981300279,7441.090440672753,-187.10840693174129,1331.3454934856422
91500,1974848.4090315397,930474.4285690478,-6620669.576492947,7251.820194687328,-298.1171324601918,2121.213618031237
91600,2687003.535898215,895252.9362764715,-6370055.636657162,6977.315117593254,-405.6219247157541,2886.149961857669
91700,3367576.7583705005,849509.022642819,-6044570.7786049135,6620.801661658141,-508.359205002452,3617.163695369739
91800,4008568.9139757,793780.342175103,-5648040.612936505,6186.470143351606,-605.1214435980899,4305.6627981432575
91900,4602446.0586630115,728721.9057980852,-5185125.784553814,5679.425503744217,-694.7713413969916,4943.554966556401
92000,5142228.0148206465,655098.3825396915,-4661267.196305791,5105.627322111879,-776.2551932991381,5523.342699244175
92100,5621570.415638566,573775.1118790167,-4082622.0585215706,4471.819769210719,-848.61527361662,6038.211423844476
92200,6034839.275222217,485707.93268569093,-3455991.5181535976,3785.452329900756,-911.001093667757,6482.109598942445
92300,6377177.2073012935,391931.94865229673,-2788740.720675601,3054.592265880719,-962.6793962679398,6849.8198285679955
92400,6644560.513570126,293549.364072083,-2088712.2571436455,2287.8298334971973,-1003.0427740868267,7137.020184993659
92500,6833846.485486355,191716.52665722652,-1364133.9690575032,1494.1772757288968,-1031.6168126345067,7340.335033722061
92600,6942810.340716735,87630.33451181473,-623522.2289477761,682.9628088253093,-1048.0656669676582,7457.374713812075
